team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
9,Florida Mutineers,FLA,6,OpTic Texas,TX,8640,1670189400,1664399845,0,3,6,9,19557,Mercado Las Almas,CDL Hardpoint,202,250,6,9,33,Michael,Szymaniak,majormaniak,Mercado Las Almas,CDL Hardpoint,33,182.8647156,4,14,6,11,11,104,23,20,7,3740,17,6,2956,2,58269.76953,,,,,64,3,0,0,0,1.15
,,,,,,,,,,,,,19558,Embassy,CDL SnD,3,6,6,9,49,Carson,Newberry,Brack,Mercado Las Almas,CDL Hardpoint,49,172.779007,5,10,9,17,13,0,22,19,5,2950,17,5,2401,75,57473.71875,,,,,10,1,0,0,6,1.16
,,,,,,,,,,,,,19559,Breenbergh Hotel,CDL Control,0,3,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19560,Embassy,CDL Hardpoint,,,,,117,Colt,McLendon,Havok,Mercado Las Almas,CDL Hardpoint,117,187.873703,2,19,10,10,4,103,14,28,9,2745,8,6,1956,0,59984.69922,,,,,37,1,0,0,4,0.5
,,,,,,,,,,,,,19561,Mercado Las Almas,CDL SnD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,530,Javier,Milagro,Vikul,Mercado Las Almas,CDL Hardpoint,530,174.3373566,4,18,5,16,14,0,21,23,4,4555,16,5,2566,0,52811.69141,,,,,138,26,0,0,4,0.91
,,,,,,,,,,,,,,,,,,,,42,Anthony,Cuevas-Castro,Shotzzy,Embassy,CDL SnD,33,64.96694946,2,4,1,5,8,18,5,7,3,500,2,2,679,0,27909.48828,,0,0,0,,,0,1,0,0.71
,,,,,,,,,,,,,,,,,,,,47,Indervir,Dhaliwal,iLLeY,Embassy,CDL SnD,49,194.8138275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594.962646,,0,0,0,,,0,2,0,NaN
,,,,,,,,,,,,,,,,,,,,98,Brandon,Otell,Dashy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,117,65.07198334,1,5,2,2,3,29,4,8,0,400,4,0,448,0,30553.00586,,0,0,0,,,0,2,0,0.5
,,,,,,,,,,,,,,,,,,,,108,Seth,Abner,Scump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,530,209.5413208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1857.24353,,0,0,0,,,0,3,0,NaN
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,33,174.8911133,3,11,2,9,6,88,14,13,3,2000,11,3,1968,0,55220.60938,7,,,,,,0,0,0,1.08
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,49,202.3935089,4,18,3,14,9,25,20,21,4,2250,13,7,2561,1,60220.25781,0,,,,,,0,0,0,0.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,117,212.4764557,2,15,6,6,3,88,11,21,6,1300,7,4,1794,178,64722.44922,3,,,,,,0,0,0,0.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,530,194.4912415,2,11,6,15,8,0,13,17,4,1850,11,2,1606,30,59848.29688,8,,,,,,0,1,0,0.76
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,42,193.7001953,7,12,5,12,12,106,26,17,6,4260,20,6,2756,0,67379.14844,,,,,67,5,0,0,6,1.53
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,47,196.381424,2,21,8,2,6,0,19,29,4,2995,7,12,2320,102,63451.57422,,,,,32,5,0,1,3,0.66
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,98,158.3119202,4,10,7,11,9,0,24,17,7,3960,17,7,3015,0,57865.14063,,,,,71,21,0,0,4,1.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL Hardpoint,108,162.6027069,5,15,2,8,8,107,21,17,6,3920,17,5,2813,100,56339.57813,,,,,112,1,0,0,1,1.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,42,54.20464706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.8902283,,0,0,0,,,0,1,0,NaN
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,47,77.30921173,3,2,3,2,5,15,9,6,1,1075,6,1,1022,0,38775.95313,,0,1,0,,,0,0,0,1.5
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,98,113.1172943,3,3,1,7,9,63,5,5,2,625,5,0,1029,0,52954.87109,,0,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,108,178.8222198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871.9215698,,0,0,0,,,0,0,0,NaN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,42,202.3856201,9,11,3,6,6,89,18,14,2,2050,14,4,1835,1,67592.53125,3,,,,,,0,0,0,1.29
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,47,168.9190979,3,12,3,0,7,88,20,15,5,2475,17,3,2431,0,52874.30859,0,,,,,,0,1,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,98,153.4810333,4,7,5,10,3,0,16,12,7,2150,13,3,1878,60,49228.38281,4,,,,,,0,1,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,108,172.3317719,3,12,5,8,5,93,18,17,8,2500,11,7,2383,6,55629.28906,6,,,,,,0,0,0,1.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
10,London Royal Ravens,LDN,6,OpTic Texas,TX,8648,1670707800,1664399845,2,3,6,10,19597,Al Bagra Fortress,CDL Hardpoint,250,223,10,6,44,Obaid,Asim,Asim,Al Bagra Fortress,CDL Hardpoint,44,183.3895111,7,19,3,10,19,93,38,22,11,4925,27,11,4570,73,63597.34766,,,,,15,0,0,0,5,1.73
,,,,,,,,,,,,,19598,Mercado Las Almas,CDL SnD,2,6,6,10,61,Trei,Morris,Zer0,Al Bagra Fortress,CDL Hardpoint,61,167.4907379,4,18,6,6,13,0,17,24,8,2475,10,7,2507,68,53210.24219,,,,,15,4,0,0,4,0.71
,,,,,,,,,,,,,19599,Breenbergh Hotel,CDL Control,2,3,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19600,Embassy,CDL Hardpoint,250,193,10,6,361,Paul,Avila,PaulEhx,Al Bagra Fortress,CDL Hardpoint,361,165.2163849,8,19,6,15,7,189,31,25,9,4910,23,8,3677,2,52935.01953,,,,,81,1,0,0,3,1.24
,,,,,,,,,,,,,19601,Al Bagra Fortress,CDL SnD,1,6,6,10,426,Byron,Plumridge,Nastie,Al Bagra Fortress,CDL Hardpoint,426,160.9770355,3,13,7,8,11,0,17,20,9,4330,12,5,1917,10,55496.76172,,,,,154,2,0,0,3,0.85
,,,,,,,,,,,,,,,,,,,,42,Anthony,Cuevas-Castro,Shotzzy,Mercado Las Almas,CDL SnD,44,71.75033569,3,5,1,3,5,8,5,6,2,600,4,0,494,0,27955.5332,,1,0,0,,,0,2,0,0.83
,,,,,,,,,,,,,,,,,,,,47,Indervir,Dhaliwal,iLLeY,Mercado Las Almas,CDL SnD,61,70.77521515,1,6,0,4,8,0,1,6,3,225,1,0,652,0,26375.26758,,0,0,0,,,0,0,0,0.17
,,,,,,,,,,,,,,,,,,,,98,Brandon,Otell,Dashy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,361,95.79096222,2,1,1,7,8,55,6,6,1,700,4,1,1395,29,36606.5,,2,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,108,Seth,Abner,Scump,Mercado Las Almas,CDL SnD,426,112.7945786,2,4,1,6,8,12,5,7,1,550,3,2,626,0,45132.5625,,0,0,0,,,0,1,0,0.71
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,44,186.8837738,4,24,2,15,18,202,31,26,5,3525,25,6,3511,0,104533.7422,5,,,,,,0,0,0,1.19
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,61,155.6531067,5,18,5,10,16,0,25,23,6,2975,20,5,3343,1,85152.82031,2,,,,,,0,1,0,1.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,361,172.0560913,3,24,4,24,18,168,21,28,8,2950,16,5,3077,1,89511.30469,5,,,,,,0,0,0,0.75
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,426,176.5884705,2,23,3,14,18,15,15,26,4,1975,11,4,2239,0,97235.27344,9,,,,,,0,1,0,0.58
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,44,null,0,null,null,null,null,null,35,26,8,null,27,8,3587,null,null,,,,,50,0,0,0,6,1.35
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,61,null,0,null,null,null,null,null,19,20,8,null,15,4,2172,null,null,,,,,70,3,0,0,3,0.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,361,null,0,null,null,null,null,null,29,23,13,null,22,7,3712,null,null,,,,,89,15,0,0,3,1.26
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,426,null,0,null,null,null,null,null,33,25,10,null,25,8,4179,null,null,,,,,76,17,0,0,7,1.32
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,44,61.99370956,1,6,1,4,3,29,2,7,1,225,1,1,529,0,18443.12891,,0,0,0,,,0,0,0,0.29
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,61,54.92119217,2,4,1,4,2,0,4,6,1,450,2,2,608,0,15273.74316,,0,0,0,,,0,0,0,0.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,361,85.32894897,1,4,0,7,4,72,3,6,0,400,3,0,611,0,24639.11133,,1,0,0,,,0,0,0,0.5
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,426,66.98047638,1,5,0,6,5,1,3,6,0,300,3,0,421,0,17299.2793,,0,0,0,,,0,1,0,0.5
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,42,189.0693359,4,17,11,15,15,90,25,28,6,3655,14,11,2546,96,64572.70703,,,,,38,4,0,1,4,0.89
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,47,183.4706726,3,19,10,1,4,0,19,29,7,3965,16,3,2648,0,57569.67578,,,,,89,0,0,0,3,0.66
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,98,169.0279541,4,18,6,9,6,0,17,24,13,3050,15,2,2607,43,55554.54297,,,,,60,0,0,0,1,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,108,180.9302826,7,18,4,10,11,51,30,22,4,4145,24,6,2860,1,59271.46484,,,,,62,3,0,0,8,1.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,42,86.8491745,3,4,2,7,8,61,8,6,2,875,7,1,1062,0,34555.46875,,0,0,0,,,0,0,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,47,66.31672668,3,5,0,3,3,0,4,5,0,300,2,1,661,0,27823.20703,,0,0,0,,,0,1,0,0.8
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,98,85.51625824,3,2,1,5,4,13,5,4,1,375,2,1,693,1,33300.63281,,0,0,0,,,0,2,0,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,108,104.2786865,5,1,0,6,7,70,8,2,0,1100,5,0,840,32,37828.81641,,2,2,0,,,0,2,0,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,42,188.7258453,5,20,7,21,17,130,28,27,6,3525,23,5,3497,26,109107.1016,7,,,,,,0,0,0,1.04
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,47,173.8660126,5,21,4,5,5,160,26,25,6,3050,24,2,3247,0,91556.33594,4,,,,,,0,1,0,1.04
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,98,143.4722748,4,13,2,13,6,0,19,15,5,2400,18,1,2630,0,80172.46875,4,,,,,,0,2,0,1.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Control,108,186.1387177,6,18,7,18,9,227,30,25,6,3525,24,6,3569,0,98974.55469,4,,,,,,0,0,0,1.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,42,null,0,null,null,null,null,null,24,31,7,null,12,12,3216,null,null,,,,,37,17,0,0,5,0.77
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,47,null,0,null,null,null,null,null,20,28,9,null,12,8,3091,null,null,,,,,86,4,0,0,3,0.71
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,98,null,0,null,null,null,null,null,21,27,8,null,14,7,2851,null,null,,,,,56,3,0,0,2,0.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,108,null,0,null,null,null,null,null,29,30,8,null,16,13,3328,null,null,,,,,31,6,0,1,6,0.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,42,79.2432251,4,2,1,6,4,33,8,3,1,825,6,1,898,2,25502.54492,,1,0,0,,,0,3,0,2.67
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,47,63.87819672,3,2,0,3,3,0,7,2,2,850,6,0,762,58,20093.23047,,0,1,1,,,0,2,0,3.5
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,98,83.89401245,2,3,1,7,3,0,3,4,5,375,2,0,571,31,25370.99805,,0,0,0,,,0,1,0,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,108,96.40870667,5,2,1,5,3,137,7,3,1,600,5,1,894,1,27184.31055,,0,0,0,,,0,0,0,2.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
6,OpTic Texas,TX,15,Vegas Legion,LV,8810,1683318600,1665871320,3,2,6,15,20092,Embassy,CDL Hardpoint,237,250,15,6,42,Anthony,Cuevas-Castro,Shotzzy,Embassy,CDL Hardpoint,42,200.6104431,3,22,8,16,10,159,26,30,5,4330,18,8,3111,1,83873.17188,,,,,63,8,0,0,5,0.87
,,,,,,,,,,,,,20093,Embassy,CDL SnD,6,4,6,15,51,Cuyler,Garland,Huke,Embassy,CDL Hardpoint,51,182.7706909,5,24,2,17,12,171,29,26,7,4125,20,9,3310,11,78815.99219,,,,,15,8,0,0,8,1.12
,,,,,,,,,,,,,20094,El Asilo,CDL Control,2,3,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20095,Breenbergh Hotel,CDL Hardpoint,250,175,6,15,572,Daniel,Rothe,Ghosty,Embassy,CDL Hardpoint,572,161.9007111,3,14,9,19,19,0,18,23,11,4275,13,5,2477,190,65938.25781,,,,,118,7,0,0,2,0.78
,,,,,,,,,,,,,20096,Breenbergh Hotel,CDL SnD,6,5,6,15,46,James,Eubanks,Clayster,Embassy,CDL SnD,42,79.07398987,3,5,2,7,10,26,9,7,1,1175,8,1,1519,31,52206.43359,,2,0,0,,,0,1,0,1.29
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,51,79.72756195,3,5,1,7,5,51,7,7,6,1075,6,0,831,0,50460.0625,,0,0,0,,,0,2,0,1
,,,,,,,,,,,,,,,,,,,,64,Donovan,Laroda,Temp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,572,90.36151886,3,4,1,10,10,75,8,5,2,1190,4,0,1222,41,54690.15625,,0,1,0,,,0,0,0,1.6
,,,,,,,,,,,,,,,,,,,,97,Thomas,Haly,TJHaLy,El Asilo,CDL Control,42,205.7505951,6,23,7,22,16,145,30,30,10,4350,24,6,3569,2,116546.75,13,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,51,241.3176575,5,27,5,25,23,268,23,32,7,3075,13,10,2675,35,134086.5938,5,,,,,,0,2,0,0.72
,,,,,,,,,,,,,,,,,,,,363,Eli,Bentz,Standy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,572,208.8211823,2,18,10,26,28,0,21,29,11,3445,15,6,3327,90,117151.5625,6,,,,,,0,1,0,0.72
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,42,210.2818451,4,14,11,12,12,61,28,24,5,4700,20,8,3070,40,77152.9375,,,,,50,14,0,0,8,1.17
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,51,191.0563049,5,19,4,16,13,200,23,23,9,3995,15,8,2721,0,70021.39063,,,,,87,8,0,0,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,572,172.6080322,3,13,10,16,16,0,15,23,13,3715,12,3,2351,30,60799.72266,,,,,93,25,0,0,5,0.65
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,42,92.94921112,5,5,1,10,8,79,8,6,4,1050,6,0,903,2,64770.9375,,1,0,0,,,0,2,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,51,98.63088226,2,4,1,10,6,100,7,6,1,1025,7,0,894,0,65953.83594,,1,1,1,,,0,0,0,1.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,572,94.95849609,3,6,1,11,11,61,6,7,3,960,4,0,1298,0,59122.14063,,0,0,0,,,0,1,0,0.86
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,46,153.2835999,6,14,10,17,11,0,38,24,13,5435,30,8,3871,80,63913.95313,,,,,63,6,0,0,6,1.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,64,167.6943359,5,20,8,11,9,0,24,28,9,3810,18,6,3286,0,71875.25781,,,,,49,3,0,0,6,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,97,184.7835999,5,20,8,12,12,122,29,28,10,4600,20,9,3321,0,77892.40625,,,,,20,6,0,0,7,1.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL Hardpoint,363,160.8721161,3,19,8,10,15,67,21,27,8,4680,17,4,2607,0,67193.94531,,,,,128,10,0,1,5,0.78
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,46,69.92389679,1,3,1,6,4,15,5,8,0,545,3,1,480,1,41648.75,,0,0,0,,,0,2,0,0.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,64,88.3960495,2,6,0,6,6,13,5,8,3,655,4,0,1228,31,51775.28906,,0,0,0,,,0,1,0,0.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,97,80.80197906,2,7,0,7,8,15,6,8,1,810,5,1,878,0,50457.63672,,0,0,0,,,0,1,0,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,363,69.32702637,3,9,0,5,8,25,9,9,0,1200,5,3,1136,0,44636.0625,,3,0,0,,,0,3,0,1
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,46,175.7596588,5,16,5,15,16,0,29,21,17,4210,22,7,4263,1,108270.9844,4,,,,,,0,0,0,1.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,64,174.7010498,5,15,5,12,16,0,32,20,8,4095,28,4,3820,30,105834.3125,3,,,,,,0,0,0,1.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,97,222.3662872,4,26,3,20,22,128,25,29,8,3375,13,11,3309,1,123186.2188,7,,,,,,0,0,0,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,El Asilo,CDL Control,363,224.79039,5,14,14,18,15,142,30,28,8,3900,21,9,3499,0,123598.8984,4,,,,,,0,1,0,1.07
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL Hardpoint,46,177.490799,2,19,4,13,10,0,13,23,11,2750,9,4,2330,68,63673.00781,,,,,40,10,0,0,2,0.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
